视频id,标题,描述,最新弹幕数量,金币数量,不喜欢,收藏,最高排名,点赞数,目前排名,回复数,分享数,观看数,弹幕内容
av84481049,新型冠状病毒统计，已经蔓延到湖北，四川，云南，上海，贵州，宁夏，海南，江苏，日本，韩国，新加坡等。,已经全国都有了，希望大家注意卫生，过个好年，前线白医天使们辛苦了，哎,244,45,0,231,0,1065,0,1361,228,208998,福建被包围了---河北挺住啊---加油---bgm炸死我吧---大哥的歌---陕西也被包围了---扬州的目前已稳定了。---四川啊啊啊啊啊啊啊啊啊啊---病毒都出国了---河北挺住啊---
av86145995,新型冠状病毒疫情爆发，病毒到底是什么？从何而来？,新型冠状病毒疫情爆发，病毒到底是什么？从何而来？,1022,3024,0,1116,0,6960,0,336,687,117090,我居然第一！！！---我来---噪声有点高啊，换设备了？---声音好小---挖坑叔---真长寿---新坑预定---TMB哈哈哈哈哈哈哈哈---没有字幕哎---tmb---
av96831106,【喵影工厂特效】冠状病毒片头集,3D制作病毒模型，10个冠状病毒相关片头，包含病毒内部构造，病毒解体过程演示等，适用于科学防疫宣传、防疫科普等视频制作需求;;;》》》;;;喵影工厂下载链接：http://t.cn/AiWbSGd8;;;冠状病毒片头集下载：http://t.cn/A6zNJc3p,14,5,0,7,0,189,0,28,2,1207,太炫酷了  牛B啊！---Respect !---纪录片既视感 喵影工厂有点酷啊---可以可以 赶上了---太炫酷了---爱了爱了---我可以制作视频了---效果不错---很好---厉害了---
av84432488,【钟南山：2周定位新型冠状病毒 有信心不会非典重演】,http://t.cn/A6vBCjEq,128,132,0,360,0,2718,0,522,519,207689,辛苦啦---南山哥哥加油！！---相信您！---叫哥哥的中二病别出来行吗---钟老保重身体！---但是交通也越来越快了---您辛苦了---有你真好---84了还奋斗在一线 ---辛苦了，院士大大，保重---
av84885011,中科院:冠状病毒与一蝙蝠病毒96%相似！真相越来越近！科学家们，奥利给！,点个关注呗谢谢！,33,49,0,172,0,1093,0,582,186,196492,武汉人吃蝙蝠？---人类和猴子基因相似超过96%---真是自作孽啊！鸡鸭鱼牛猪羊那么多人工养殖动物不香吗？---前面的你是什么鬼---反黑反魔怔了？---不一定，野生都有，到非洲带来的都是更厉害的---哪次不是---前面那位，你就是标准反派了---我只想知道有救了吗？---不要吃野味了！等养殖在吃---
av84425883,世界卫生组织专家权威科普冠状病毒【中英双语字幕】,世界卫生组织专家权威解读冠状病毒，手把手教你如何预防！,68,436,0,1132,0,5617,0,421,1013,192438,？---没人？---好可怕！不要区人多的地方---今天过年那都不要去，宅在家逛B战---牛肉---van---后面那个不是瘟疫公司的地图吗？---罐装病毒---今年春节，完美宅家理由Get---这么短。。。---
av85633864,小魏养殖，遇到新冠状病毒小魏养一万只鸡投20多万，要打水漂了,,428,4123,0,482,0,6306,0,594,312,100920,加油---杀了烤干以后卖---你肯定破产了---太远了，不然组团拉几十只吃---up主要炸了---养殖风险真大---10-20天是少的了---要看开点，很多行业都损失惨重，再惨重也比被感染了强，即使治好肺部受损无法修复，带一辈子---加油吧，经验已经有了，只要人在，总会有出头之日---全部宰了，晒酱鸡肉---
av86690346,如何杀死新型冠状病毒？抗病毒药物与免疫系统,如何杀死新型冠状病毒？抗病毒药物与免疫系统,1130,2704,0,936,0,6212,0,364,760,92785,沙发---来了～～～---烫烫烫---我来啦！---2---来了来了---可以肝了---来了来了。---还热乎着---母婴UP是不是镶了金牙？---
av84487575,怎么都拦不住重感冒还要回武汉过年的舍友，瑟瑟发抖的我在武汉新型冠状病毒爬坡期买了些什么东西！再说说我对“医患关系”的理解吧,-,147,38,0,102,0,260,0,290,10,187524,注意点还是好的---我的妈这女的真不怕死---搬吧。。生命诚可贵---矿泉水打钱---得病了乱跑？---你这舍友就是心里没数哦，不为自己着想，不能为别人着想吗？不能为国家牺牲一下自己的利益吗---你币有了---你嘴是租的吗？---回不来了---包吃包住包盒饭，不香吗---
av84518676,【科普答疑】6分钟内！解答你对新型冠状病毒肺炎的疑惑！,"今天就由我和我的医务工作者粉丝们一起来解答你们对于新型冠状病毒肺炎的疑惑！本视频有时效性,实际疫情情报和研究进展请以最新消息为准！大家不信谣,不传谣,保护好自己,保护好家人.不要慌,也切勿掉以轻心!祝大家健健康康地度过假期!",349,3760,0,1713,0,5932,0,823,1605,112063,好棒---卧槽每天听助眠 都不知道您也是医学生---感谢糖大---爱您！---谢谢---糖大也玩健身环吗---豹笑---其实这部分我们也听不懂记不住hhh---哈哈哈哈哈，头比较大---哇 石头岛的衣服---
av86327531,病毒、细菌为何会传染？什么是传染病？冠状病毒肺炎如何预防？,病毒、细菌为何会传染？什么是传染病？冠状病毒肺炎如何预防？,638,2341,0,1017,0,6063,0,282,460,100034,热乎的---癌症也算吧---第---二---过敏---第一你截图为证---红斑狼疮？---哈哈哈哈，灰指甲，打钱---热乎的热乎的！！！---高产---
av84765836,防新型冠状病毒，戴好口罩就够了吗？错！还有这几个重点要注意！,微博;;;新人up主！,118,1181,0,1464,0,6783,0,452,1126,144941,口罩脱销，买不到了。---武汉加油---反着戴，病的快---哈哈哈哈哈，两面各戴一天---王医生啊---;---我里面带一次性 外面套个m3---我戴两层，一层是棉的，第二层用医用的---虽然我不懂，但感觉挺专业---买不起---
av85955767,【日本vlog】实拍入境，新型冠状病毒对日本有什么影响？,觉得有用的话，可以点击关注一下ᐠ( ᐛ )ᐟᐠ( ᐖ )ᐟ;;;;;;【生活指南】在日本的留学生绝对不可以打工的场所！av46262545;;;【日本美景】你见过树龄1000年的樱花树吗？av52245326内特内特青年团;;;【日本文化】去日本人家里吃顿家常饭是一种什么体验？av19785851;;;【二次元向】圣地巡礼《你的名字》东京篇av7348970岐阜篇av13871567,564,2746,0,1070,0,6240,0,578,405,97502,弹幕呢？---带上口罩有点像余震阿姨---一方通行瞩目---还要测体温？---看饿了。---咦？---没有人吗？---挺好喝的！有草莓籽的清香！---好好吃的感觉---我觉得不错---
av84583495,冠状病毒是什么？重视疫情不要恐慌！这几个预防措施要做到,冠状病毒是什么？重视疫情不要恐慌！这几个预防措施要做到,665,3319,0,857,0,9008,0,1124,898,117247,"我是第一---换背景啦啊啊啊---这期有白板吗---1---第一名---灯光有些频闪---我也是忙得很---终于穿长袖了！---这里说的什么, 谁能翻译下打个字幕---666---"
av85546605,中国疾控中心已启动新型冠状病毒的疫苗研发,记者从中国疾控中心了解到，从接到武汉出现不明原因肺炎聚集病例的通知开始，经过科研人员的努力，目前中国疾控中心已成功研制出高特异性PCR检测试剂。,92,541,0,316,0,4106,0,606,380,144822,强---浙江已经过了这部了---加油中国！加油武汉！---武汉加油---好可怜的官方---人多力量大。---武汉加油---这么快？---现在才启动？---和时间赛跑---
av85727895,知识串讲 | 新型冠状病毒 | 跟我干了这杯充满知识的酒,-,836,2144,0,6078,0,4272,0,222,1982,66866,字不太好---up真帅---这字真的太好看了---我觉着字好好看---还有皮肤---字很好看呀---6了---一定是人体？---！---我觉得字很好看呀---
av84790221,『新型冠状病毒』封城后大街小巷几乎空无一人，与人很少交流。武汉加油！中国加油！,https://view.inews.qq.com/a/20200123V0EMR900?uid=&chlid=news_news_top&jumpType=104&devid=8577f9f013133853&qimei=8577f9f013133853,55,20,0,182,0,1958,0,312,125,168147,武汉人民加油，齐心协力、众志成城，灾难总会过去！---不能用封城---是封住---这不叫封城---繁华？看不出来---春节当然关门了啊---武汉加油---是封毒---浣熊市---卡普空官方辟谣---
av92609325,美国冠状病毒真实情况！可能会更严重！！读评论,虽然我不敢带口罩，但是我在美国买了七百多个口罩寄到了国内，给家里人带上了,1376,1387,0,319,0,2513,0,350,123,22743,第一---说漏了奥---你瞧瞧这是人话吗---隔离---人言否？---快别了，以上都是---好红红火火恍恍惚惚---？？？---你就是---住在B站---
av88926241,冠状病毒疫情是歧视的藉口吗？,冠状病毒疫情是歧视的藉口吗？;;;我们知道大部分的人都不是这样。中国加油！武汉加油！,1009,3510,0,596,0,4376,0,492,273,36467,1---热乎热乎---歧视真的很弱智---2---222---first one here---发不了评论吗？---女朋友呢---哈哈哈哈哈哈---说得好！！！---
av86237313,国家卫健委：新型冠状病毒肺炎、感冒和流感四个区别,冬季是儿童流行性感冒的高发季。流感全年都可以发病，高发季节主要是冬春季；感冒发病没有明显的季节性；新型冠状病毒感染的肺炎是2019年底冬季新近发病的疾病。它们之间有哪些区别？可以从致病源、发病时间、症状、严重程度和易感人群判断。,128,784,0,824,0,7366,0,312,1209,118749,我头像呢---这个医生好看---好漂亮---好漂亮---肥胖---我的天---按道理来说发言人也应该戴个口罩 吧---蓝色口罩小姐姐好漂亮---我每次感冒都喉咙痛咳嗽 我怀疑我有咽炎。。。---我头晕---
av85244859,【朱广权】新型冠状病毒？别怕！,大家的每一次三连，都是对此次疫情奉献出了自己的一份力量！！！,108,2130,0,868,0,7185,0,116,107,115947,背景音乐太大了，显得好吵---奥利给---BGM大的什么都听不见---bgm太响了…---三连安排---bgm太大声了---背景音太大了---借你吉言，武汉加油---借你吉言，武汉加油---为什么我感觉是强行和bgm玩梗---
av84742934,关于【新型肺炎 I 冠状病毒】我有话说！！！,一开始我自己也轻视了，但事情好像没有那么简单！;;;希望大家能引起重视，没事注意防范，有事的早日康复！;;;也再次为所有此时奋战在医疗安全的工作人员们，表示致敬！！！,126,551,0,274,0,3445,0,391,147,157033,有点快！---此时还在楼下打麻将的大爷～---顶上去，要火呀！！！---口罩涨价都卖光了！---过年了，大家要注意安全啊！---噗 食用**---不让拍照你还---唉~---不完全是老百姓的锅---前面的，人是病毒的宿主或者中介，请设身处地地想一想！人家是被感染了也是受害者，而且自己也不知道哇更何况还有潜伏期，请对自己的言论负责！---
av89083173,罗翔教授讲新型冠状病毒肺炎疫情中的刑法问题（2）,一直播,972,375,0,2053,0,2275,0,373,507,71165,？---好爽---低概率---.哈哈---故宫款---低概率---保护---？？？？？---这个效果厉害 哈哈---阔耐---
av86071528,连夜被抢空的双黄连能预防新型冠状病毒？,大家还是少出门勤洗手戴好口罩吧~,101,647,0,500,0,5758,0,861,1436,122743,6666---双黄连?不如双黄莲蓉月饼---您洗手多通风人多不去凑热闹多喝水睡眠足瓜果蔬菜牛奶好---您勤洗手多通风人多不去凑热闹多喝水睡眠足瓜果蔬菜牛奶好。---双管莲蓉月饼也没有了，好烦---双黄莲蓉月饼也没有了，好烦。---丁香都是抄作业的稿---双黄莲月饼的等等我，我也烦---删评论？---别乱吃药了！没病都被谣言搞成有病---
av84589115,高福院士：儿童和年轻人目前暂不易感 对新型冠状病毒的认识正在继续深入,来源：人民日报;;;不易感≠绝对不感！！！;;;大家千万不要放松警惕！;;;口罩戴起来！双手洗起来！,226,180,0,396,0,6801,0,703,1203,162662,这是个日本记者= =---霓虹记者吗？听口音像---最难受的就是我们这群得流感的…---金灿荣---。---韩国记者，这口音应该是采访金教授的那个---没有买卖，就没有杀害！---没有买卖，就没有伤害！---人类受到了来自大自然的报应！---1---
av84368115,14名医护人员感染新型冠状病毒肺炎,http://t.cn/A6vmWFsZ;;;针对“新型冠状病毒感染的肺炎疫情”有关防控情况，国家卫健委高级别专家组组长钟南山院士、国家卫健委高级别专家组成员高福、李兰娟、袁国勇、曾光等就公众关心的问题回答记者提问。钟南山院士表示，目前疫情有三个特点：①95%以上都跟武汉有关系；②证实有人传染；③有医务人员的感染。,129,99,0,327,0,3328,0,430,301,168018,望平安---我过年不敢去买买买了---望平安---钟院士！！！---望平安---别来华东啊啊啊，也望武汉广东的小伙伴们平安---天佑中华---希望尽快得到控制呀---已经有25例治愈了---望平安---
